,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
116,116,59337,2021-07-12,,The cream & the amount are fairly satysfying but the scent is to simple in my opinion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
117,117,59337,2020-12-13,,Good value.  Great moisturizing qualities.  The thing that I did not like is the lemon scent just does not hit home.  ,"{'neg': 0.077, 'neu': 0.582, 'pos': 0.342, 'compound': 0.8069}",0.8069,pos
118,118,59337,2018-02-21,Great value and works really well! ,"Amazingly hydrating, absorbs into skin really fast, so good! Scent is fresh and zesty! Smells like lemon meringue pie! Yum!","{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.8761}",0.8761,pos
119,119,59337,2021-10-14,최고!,"babarian juice is first of ingredients!
i like this~","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4199}",0.4199,pos
120,120,59337,2021-10-05,,I like the smell ! So fresh and smoothy ,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.6581}",0.6581,pos
121,121,59337,2021-08-26,מצוין!,"really nice I recommend it
","{'neg': 0.0, 'neu': 0.254, 'pos': 0.746, 'compound': 0.707}",0.707,pos
122,122,59337,2021-08-11,,It smells a bit weird but very moisturizing.,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.09}",-0.09,neg
123,123,59337,2021-03-25,,Love how it feels on the skin,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,pos
124,124,59337,2021-03-07,,Smells great and makes my skin soft ,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,pos
125,125,59337,2021-01-24,,very good vero for skin love it,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8122}",0.8122,pos
126,126,59337,2020-12-23,,I like every body lotion from Dessert Essence.,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,pos
127,127,59337,2020-12-10,great smell,but it's not moisturizing enough. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
128,128,59337,2017-11-28,This product is very good for skin,It is not sticky And made skin soft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
129,129,59337,2021-01-24,,"Good and use it everyday after bath, feel refreshing ","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,pos
130,130,59337,2021-07-26,,Good quality ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
131,131,59337,2021-04-11,,smells great,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
132,132,59337,2021-03-23,,Recommended.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,pos
133,133,59337,2021-02-28,ممتاز!,❤👍,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
134,134,59337,2021-02-08,,Will not reorder - too thick and doesn't absorb well.,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.2057}",-0.2057,neg
135,135,59337,2020-12-27,,Great product!,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,pos
136,136,59337,2020-12-08,Dry,Smells funny and doesn’t moisturize my hands... I have to reapply again and again. I won’t buy this again.,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,pos
137,137,59337,2020-12-01,,Nice vibrant lemony aroma!,"{'neg': 0.0, 'neu': 0.236, 'pos': 0.764, 'compound': 0.7574}",0.7574,pos
138,138,59337,2020-05-16,Love this product!!!!!,Love this product!!!!!,"{'neg': 0.0, 'neu': 0.271, 'pos': 0.729, 'compound': 0.7482}",0.7482,pos
139,139,59337,2021-01-27,,Good and smell fresh,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.6369}",0.6369,pos
140,140,59337,2021-01-24,,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
141,141,59337,2018-09-19,For skin,Good product and smelling.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
142,142,59337,2021-04-20,,"citrus scent!! and good value.
","{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.7081}",0.7081,pos
143,143,59337,2024-06-03,The refreshing scent is soothing,"I use it after bathing to prevent my family's skin from drying out. Lemon has a very refreshing scent, so it not only refreshes the mood after bathing, but also calms the mind. I don't think there are any Japanese people who dislike the scent of lemon, so I can recommend it to anyone.","{'neg': 0.06, 'neu': 0.806, 'pos': 0.134, 'compound': 0.5052}",0.5052,pos
144,144,59337,2024-10-10,It smells good,"This is a must-have product for the transitional season like now. It doesn't have a very strong scent, but the lemon scent is strong and makes me feel good, and it spreads well when I apply it. Personally, it's my favorite among the Desert Essence body lotion products. It's a bit big to carry around and apply, but it's perfect to keep at home and apply. I'm satisfied with the ingredients and quality!","{'neg': 0.066, 'neu': 0.692, 'pos': 0.242, 'compound': 0.9473}",0.9473,pos
145,145,59337,2024-07-04,This lotion has a refreshing lemon scent.,"The texture is more like a cream than a lotion, and it spreads well on the skin, so I'm very satisfied! It's quite a large volume, so I divide it into smaller portions to take to the sports club. The packaging is refreshing and stylish. I use it on my whole body regardless of the season.","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.8197}",0.8197,pos
146,146,59337,2024-06-04,I like the scent,"It's not sticky and has a moisturizing, fresh lemon scent that is soothing. It's hard to get the last bit out, so I cut it with scissors and put it in a portable container to carry around with me. When I open it, there's quite a lot left, so I want to use it all up.","{'neg': 0.075, 'neu': 0.811, 'pos': 0.114, 'compound': 0.296}",0.296,pos
147,147,59337,2024-06-01,Refreshing lemon scent,"It has a cream-like texture and spreads easily, so it's easy to apply even over a wide area. It's not sticky and absorbs quickly, but it's still moisturizing. I'd like to carry it around as a hand cream, but the size is large, so I put it in small containers and use it.","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8844}",0.8844,pos
148,148,59337,2024-05-19,"Desert Essence, Hand & Body Lotion","Deep hydration: Contains aloe vera, jojoba and coconut oil, which penetrate deep into the skin and keep it hydrated throughout the day. Nourishes the skin: Contains vitamins A, C and E, which help improve skin elasticity and reduce wrinkles. Protects the skin: Contains antioxidants that help protect the skin from damage caused by free radicals.","{'neg': 0.048, 'neu': 0.705, 'pos': 0.247, 'compound': 0.9062}",0.9062,pos
149,149,59337,2024-04-20,A slightly sweet lemon scent!,"I have sensitive skin, but I use this all year round. It has a creamy texture, but it spreads well and is easy to apply to the whole body. It's not sticky either. I also like that it doesn't have the oily smell that is common with organic products. The scent seems to linger for a while.","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.8674}",0.8674,pos
150,150,59337,2024-03-14,,"Hello! The lotion has a delicate texture, a nice light lemon scent. Not intrusive. I use it as a hand cream and body lotion after a shower. It applies well and does not leave an oily residue. The skin is soft and tender after application. I bought the one with the smell of lemon for the first time, previously I bought coconut, almond, and lavender. I like it, I recommend it. ","{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.9143}",0.9143,pos
151,151,59337,2024-02-03,,"The smell is very good, the aroma of lemon, very delicate and beautiful. The quality is excellent, the composition is completely natural. The cream has a matting effect and a good texture, it is suitable for any season and age. The packaging is good, the cream lasts for a long time. Also, the cream moisturizes the skin well, is suitable for sensitive skin, does not have a greasy effect on the body ","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9713}",0.9713,pos
152,152,59337,2024-07-28,Lemon tart (lemon curd) scent,"It's lemon, but it's sweet and smells like lemon tart. I think it's good for those who want to enjoy the scent in the summer. I don't think it's super moisturizing, but the texture is easy to spread and not uncomfortable even in hot weather. I think it's a good way to change your mood.","{'neg': 0.057, 'neu': 0.571, 'pos': 0.372, 'compound': 0.9723}",0.9723,pos
153,153,59337,2024-09-29,Dessert essence Italian lemon lotion,"The smell is citrusy, not very pronounced. The use is quite economical. The composition is natural, it moisturizes the hands well, the texture is average.","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",0.5574,pos
154,154,59337,2024-09-18,Señor Lemon.,"A wonderful nourishing lotion for hands and body with the aroma of lemon pie. The citrus scent lifts the mood. The lotion qualitatively moisturizes dry skin, including elbows.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5719}",0.5719,pos
155,155,59337,2024-09-15,Smooth and comfortable to use,"I'm happy that it can be used on the whole body. The scent is gentle and refreshing, so I've bought it again and again.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.765}",0.765,pos
156,156,59337,2024-05-27,Fantastic..,".. body cream.. Tastes intensely of lemon and provides a lot of moisture. I use the body lotion every day after showering, my sensitive skin loves it. The tube is quite large, the price is absolutely fine for this product.. I would definitely recommend it.. :-)","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9061}",0.9061,pos
157,157,59337,2024-05-02,Excellent!,"Quality components. What I liked is that it is heavy, like cream, so a little is enough. It has a clear lemon scent. Skin absorption is not rapid. ","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7845}",0.7845,pos
158,158,59337,2024-03-27,I'm happy with the large capacity,"It has a nice lemon scent. I was worried that I wouldn't like the scent because it seemed too sour, but it wasn't too refreshing and had a calming scent.","{'neg': 0.103, 'neu': 0.719, 'pos': 0.178, 'compound': 0.5098}",0.5098,pos
159,159,59337,2024-03-27,good smell,"Anyway, it's a big size. The packaging is stylish and makes a great gift. It has a smooth texture, spreads easily, and has a soothing scent.","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8934}",0.8934,pos
160,160,59337,2024-03-06,perfectly,"Use: every day, several times a day. Pleasant, not sharp smell. Good quality and excellent composition, convenient size and packaging. Pleasant texture, does not flow and is not very greasy and dense ","{'neg': 0.061, 'neu': 0.68, 'pos': 0.259, 'compound': 0.8357}",0.8357,pos
161,161,59337,2024-02-27,,I like that it has a large capacity and can be used without hesitation. The lemon scent is also refreshing. I wish it was a little more moisturizing.,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7196}",0.7196,pos
162,162,59337,2024-02-14,,"A wonderful skin care product that moisturizes and refreshes. Enriched with natural ingredients, this lotion leaves my skin soft and silky without leaving a greasy shine. I recommend it to everyone who is looking for an effective skin care product with a pleasant aroma.","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9661}",0.9661,pos
163,163,59337,2024-01-27,I'm happy,"A very pleasant, non-obtrusive smell. Gentle texture, very good moisturizing, not very greasy cream. Usage: I use it every day, several times a day. Good composition and quality, convenient packaging.
","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.9116}",0.9116,pos
164,164,59337,2024-01-22,,The product is really good. The ingredients are purely natural and contain no chemical ingredients. You can use it with confidence and transport it very well. I will always support it.,"{'neg': 0.054, 'neu': 0.591, 'pos': 0.354, 'compound': 0.9038}",0.9038,pos
165,165,59337,2024-01-21,,The capacity is just right so it's easy to carry around and is useful because it can be used with both the body and hand.,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8511}",0.8511,pos
166,166,59337,2024-01-18,Moisturizes,"A good thick cream to moisturize your hands for the winter. The smell (lemon) is acceptable, but the Evrivan cream smells better. It does the job, the volume is large, I will order more than once)","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7543}",0.7543,pos
167,167,59337,2024-01-14,I made a good purchase,"I like the scent of lemon, so I'm very satisfied. It's a big size and a great value. It also has good moisturizing power.","{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.9355}",0.9355,pos
168,168,59337,2024-01-07,,I used it to apply to my entire body throughout my pregnancy and it was quite generous. I like the smell of lemon very much. The ingredient is natural lemon essential oil.,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.8347}",0.8347,pos
169,169,59337,2023-12-22,"The service attitude is really good and the delivery is fast. The quality of the goods is also quite good. I like it so much, thank you!","The service attitude is really good and the delivery is fast. The quality of the goods is also quite good. I like it so much, thank you!","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9049}",0.9049,pos
170,170,59337,2023-12-18,I have purchased many books,"It has a natural scent, a generous size, and is very convenient as it can be used as a body lotion or hand cream. The quality is also good, so I can recommend it.","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9284}",0.9284,pos
171,171,59337,2023-11-27,I recommend!,"I really liked the lotion, I used it mainly as a cream for hands and elbows, it has a pleasant delicate smell, good non-greasy texture, and perfectly moisturizes.","{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9286}",0.9286,pos
172,172,59337,2023-10-26,Smells nice,"It has a very nice, refreshing lemon smell. I apply it to my knees and shins, which tend to get dry after a bath. It spreads well and the tube contains a lot, so the cost performance seems to be good.","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.796}",0.796,pos
173,173,59337,2023-05-21,refreshing large capacity,"I bought this hand/body lotion (lemon 🍋) for the first time. It smells like lemon, and is it a little sweet? I thought it smelled like lemon ramune. I want to apply hand cream even in hot weather, so I like the refreshing lemon scent. The feeling of applying it is more sticky than refreshing. I have sensitive skin. I applied it on my arm, but I didn't see any abnormalities, so I want to try something different next time. It smells good anyway.","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.898}",0.898,pos
174,174,59337,2024-09-25,,"The scent is lemon lemon, real for use on hands, but I swear I don’t think about buying it again because it’s light and I’ve had it for maybe three years because I don’t like it so much. The size is big. It’s a regular cream that suits all ages, but my advice is don’t buy it. By God, there are stronger options at the same price and maybe less useful, like nothing. Save your money, my dear. The winter season is all that’s good for it except for Vaseline, Stafil, and Eucerin products. A point from the beginning of the line. ","{'neg': 0.041, 'neu': 0.759, 'pos': 0.2, 'compound': 0.9611}",0.9611,pos
175,175,59337,2023-12-16,good smell!,"This manufacturer is great for hair care, but the hand cream and body lotion also smell and feel great! The refreshing scent of lemon makes you feel refreshed. It's not sticky, blends into the skin easily, and doesn't bother those around you. I think the quality is also very good.","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9772}",0.9772,pos
176,176,59337,2024-01-09,How to use it,"How do I use it, please? Is it a cream or a lotion? Because the cream is almond and beautiful, but here it says lotion, but it is a cream with a lemon scent and it is beautiful. But can someone tell me, please?","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9176}",0.9176,pos
177,177,59337,2024-10-04,Large size,"I thought it was a bit big for a hand cream, but if it can be used on the body, I understand. The Italian lemon scent is stylish. It smells good.","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.714}",0.714,pos
178,178,59337,2024-03-11,hand cream body lotion,"It has a brighter lemon scent than the unscented one. It is less effective in moisturizing or providing moisture than unscented products. Considering the season, it seems that it should be used in summer rather than winter. Quality is not bad.","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.8051}",0.8051,pos
179,179,59337,2024-03-02,,The smell is lemon and use daily. The quality is from a natural formula. Good moisturizing. The texture is pleasant and does not stick. The size and packaging are not completely suitable in the winter. ,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8271}",0.8271,pos
180,180,59337,2024-02-21,Lemon body lotion. ,"The smell is amazing, lemony, delicious! The quality is good, the lotion is quite moisturizing. But pay attention, it is very thick and because of this it takes a long time to be absorbed and does not smear easily. ","{'neg': 0.098, 'neu': 0.693, 'pos': 0.209, 'compound': 0.6258}",0.6258,pos
181,181,59337,2024-02-07,lemon!,"I was looking for a lemon scented hand cream. This is hand and body, so the texture is a little loose. The scent is a sweet lemon, and it's not too harsh. I think the larger size can be used for a lot of purposes.","{'neg': 0.042, 'neu': 0.711, 'pos': 0.247, 'compound': 0.8689}",0.8689,pos
182,182,59337,2024-01-25,refreshing scent,I was looking for a citrus based body cream. The scent is more lemony and refreshing than the one I purchased before. It feels good and moisturizes well. It's not too sticky either.,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.6124}",0.6124,pos
183,183,59337,2023-11-14,smooth cream,"It has a refreshing feel that is perfect for summer, and the scent has a slight lemon scent. The lid of the package is attached to the body and does not roll off, making it easy to use!","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.784}",0.784,pos
184,184,59337,2024-07-17,good ,"Excellent lemon. Its ingredients are very excellent and beneficial to the body. They are countless. Really useful. Its quantity is plentiful. The quality is good. The size is excellent for travel because it is very, very small. Its ingredients are good. It smells like lemon. ","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9784}",0.9784,pos
185,185,59337,2023-10-09,,"Wonderful, and the smell is amazing, and the use is easy, and the quality is more than excellent, and the moisturizing is great. Glory be to God - Praise be to God, a great, good and blessed praise to Him - There is no god but God - God is great, God is great - Glory be to God and praise be to Him - Glory be to God the Great - I ask forgiveness from God and repent to Him - There is no power nor strength except in God, the Mighty, the Wise - I bear witness that there is no god but God, and I bear witness that Muhammad is the Messenger of God","{'neg': 0.061, 'neu': 0.395, 'pos': 0.544, 'compound': 0.9976}",0.9976,pos
186,186,59337,2023-10-01,Smells good,It's useful because you can use it not only on your hands but on your whole body. The cream spreads well and the scent is wonderful. I like that it has a large capacity so I can use it a lot and the tube type makes it easy to use.,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.9497}",0.9497,pos
187,187,59337,2023-06-24,,"I really liked the lotion, I used it mainly as a cream for hands and elbows, a pleasant gentle smell, a good non-greasy texture, perfectly moisturizes, but it does not leave greasy marks and stickiness, I liked it, I will buy more, I hope my review was useful to you)","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.969}",0.969,pos
188,188,59337,2023-05-10,,"As everyone has said, I was surprised at the size! I prefer the refreshing scent of leaves and citrus to the sweet scent of flowers and coconuts, but this lemon is neither too strong nor too sweet, and it disappears relatively quickly. The texture stretches well, and the fingers that tend to dry are moisturized and comfortable. This is a repeat decision.","{'neg': 0.091, 'neu': 0.708, 'pos': 0.202, 'compound': 0.8014}",0.8014,pos
189,189,59337,2023-03-15,Refreshing lemon scent,"It's a large size, so I use it as a body cream after taking a bath. I wear something all year round, but if it's not the middle of winter, this is enough moisturizing power. It has a refreshing scent and I am grateful that even I, who has sensitive skin, can use it without any problems.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.7837}",0.7837,pos
190,190,59337,2024-10-19,Large capacity,The lemon scent is refreshing and nice. I feel like it moisturizes my skin well.,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.7506}",0.7506,pos
191,191,59337,2024-09-01,,"The lotion is thick enough, absorbs well, moisturizes the skin well, the aroma is not overpowering in my opinion","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.4939,pos
192,192,59337,2024-08-23,Perfect Lotion,"Perfect body milk with a discreet scent. The texture is light, does not leave the skin greasy and moisturizes properly.","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5924}",0.5924,pos
193,193,59337,2024-08-19,Mentaz ,"Excellent, it smells like lemon, its ingredients are natural and do not contain perfumes, and its use is good for the skin ","{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.891}",0.891,pos
194,194,59337,2024-08-14,A quality company,"I love this company, one of the best in the Arab Islands for body and hair care, a real pleasant smell of lemon ","{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9423}",0.9423,pos
195,195,59337,2024-08-11,Refreshing citrus,"The texture and scent are refreshing and perfect for summer, so it feels great for this season.
","{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.8428}",0.8428,pos
196,196,59337,2024-06-20,Excellent!,I like the pleasant smell and I use this excellent quality product daily.,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.88}",0.88,pos
197,197,59337,2024-06-01,100% lemon flavor,It was more lemony than I expected. It has a real lemon scent with a sour taste.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
198,198,59337,2024-05-06,Nice lotion!,"Moisturizes well, very pleasant smell, large volume, in general I like this company. I recommend!","{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.8746}",0.8746,pos
199,199,59337,2024-05-04,One of the best,Excellent hand cream. Smells good. Absorbs relatively quickly and does not leave greasy hands,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.8735}",0.8735,pos
200,200,59337,2024-03-24,wonderful,The scent is refreshing lemon and has a faint scent.It disappears quickly so I also use it on my face.,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
201,201,59337,2024-03-17,,Great brand and these lotions moisturize the skin very well. From the very first time the skin is very smooth ,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.7574}",0.7574,pos
202,202,59337,2024-03-09,,"I love these lotions, they are amazing! Excellent composition, good moisturizing, pleasant smell.","{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.9595}",0.9595,pos
203,203,59337,2024-02-23,Great ,Super pretty scent and moisturizes a lot. I love it. I have tried other scents and they are also great. ,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9468}",0.9468,pos
204,204,59337,2024-02-06,Good lotion,"A good body lotion, like all products from this brand. Pleasant smell, not intrusive, light. The lotion is well absorbed and moisturizes. Convenient packaging. ","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8689}",0.8689,pos
205,205,59337,2024-01-26,Good cream,"Excellent cream, well moisturizes, nourishes and rejuvenates the skin of the hands. Pleasant aroma.","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.8442}",0.8442,pos
206,206,59337,2024-01-21,,"Scent, Usage, Quality, Size, Age, Package, Benefit, Winter Composition, Moisturizing, Delicate Structure","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}",0.4939,pos
207,207,59337,2024-01-06,Only natural fragrances? ?,"Chemical sensitivity. It says that it only contains natural fragrances, but it didn't suit me. The same symptoms that occur with synthetic fragrances occur. The texture spreads well and is moist. Since it has a large capacity and is priced at this price, I think it's a good product for people who don't have high expectations for quality and who don't have a sensitive constitution.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.8047}",0.8047,pos
208,208,59337,2024-01-03,,"Good for replenishing a deficiency, the benefits are at the highest level, the result is visible after a course of use","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6705}",0.6705,pos
209,209,59337,2023-12-17,good!,"The scent is amazing! Also, it spreads well but is not sticky, and the size is large and cost-effective.","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.501}",0.501,pos
210,210,59337,2023-12-10,I'm looking forward to it,I bought it because it said there was no artificial fragrance.,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
211,211,59337,2023-11-27,Excellent!,"Very pleasant aroma, light and unobtrusive, perfectly moisturizes, makes the skin pleasant to the touch, large volume, high-quality ingredients","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9079}",0.9079,pos
212,212,59337,2023-11-13,very good,"The fragrance is particularly nice, the weight is very filling, and it is very moisturizing, suitable for autumn and winter.","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,pos
213,213,59337,2023-11-04,Appropriate,"Convenient but fun. I repeat purchase. I prefer other products, but overall a nice product 👍","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.8462}",0.8462,pos
214,214,59337,2023-02-15,,"I have a lot of interest in body products and I value fragrance, so I bought it after seeing reviews saying that it smells good. It's nice because it's a big size.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8779}",0.8779,pos
215,215,59337,2023-02-15,,"The quality is good, very moisturizing and not greasy, with a strong lemon fragrance, fresh and pleasant, it is worth recommending, and will repurchase again.","{'neg': 0.084, 'neu': 0.592, 'pos': 0.324, 'compound': 0.7716}",0.7716,pos
216,216,59337,2022-03-01,Freshly cut lemon scent!,"Since I wash my hands frequently, I wanted a large amount of hand and body lotion. I bought it thinking that the scent of lemon wouldn't make me sick. The package changes and it transforms into a fashionable one. If you stretch it out a little, it's like the scent of freshly cut lemon, and it's refreshing! It's very moist and your hands are smooth. The ingredients used are very good, such as aloe, jojoba oil, shea butter, coconut oil, etc. Of course, it contains lemon peel oil and is vegan and gluten-free, which has not been tested on animals. The Italian lemon of Desert Essence seems to be delicious on the skin from the naming.","{'neg': 0.017, 'neu': 0.857, 'pos': 0.126, 'compound': 0.9218}",0.9218,pos
217,217,59337,2023-10-17,,"It definitely smells like lemon. And for some reason, there was also a faint scent of Takuan-sama. I was a little worried about this and left it alone, but when I tried using it again, I realized that it is quite useful as a hand cream. It's not very moisturizing, but it absorbs quickly and isn't sticky. During the daytime, when you have to reapply it many times, the feeling of use is more important than moisturizing. The scent dissipates quickly, so I guess it's okay.","{'neg': 0.032, 'neu': 0.755, 'pos': 0.213, 'compound': 0.9499}",0.9499,pos
218,218,59337,2023-08-25,,"Sweet, I liked it, but it is not wow, but it is suitable for daily use. It has a light lemon scent in the winter, and God knows what the winter will be 😅 The hydration is sweet, the texture is sweet, the quality is sweet, the size is suitable for age from 25 above the packaging, the benefit is perfect, its composition is very good, it has benefits after continuing.","{'neg': 0.043, 'neu': 0.591, 'pos': 0.366, 'compound': 0.9851}",0.9851,pos
219,219,59337,2023-03-05,,"It feels a little milder than a freshly cut lemon scent. The cream spreads just right, probably because it contains shea butter and jojoba oil. It gives a smooth finish, so it may not be suitable for those who want a strong moisturizing effect. Anyway, it's a large capacity, so it's going to be a season. I would love to try other scents.","{'neg': 0.033, 'neu': 0.827, 'pos': 0.14, 'compound': 0.7717}",0.7717,pos
220,220,59337,2022-08-01,,"This is now my favorite scent from the entire line of lotions from this brand. He is divine. I never thought that I could enjoy the smell of lemon so much. And as always, it perfectly moisturizes and nourishes the skin of the body (I have not tried it better yet in my whole life)","{'neg': 0.037, 'neu': 0.745, 'pos': 0.217, 'compound': 0.9117}",0.9117,pos
221,221,59337,2024-10-10,great,I like the lemon scent. I feel good when I apply it. The scent is nice and the moisturizing effect is good.,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8779}",0.8779,pos
222,222,59337,2024-05-17,,"Very pleasant smell! Normal texture, not absorbed instantly. Overall moisturizing.","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5974}",0.5974,pos
223,223,59337,2024-05-15,body lotion,"The consistency and application was good, but the scent wasn't right. ","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.2382,pos
224,224,59337,2024-04-25,,"The large capacity allows you to use it generously. The lemon scent is refreshing, but I wish it had a little more moisturizing power.","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.6652}",0.6652,pos
225,225,59337,2024-03-09,,It will be easier to use if it stretches a little better.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6605}",0.6605,pos
